Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
648 S Lopez St,648 S Lopez St,Short Term Rental Commercial Owner,2,4,07/28/2023 11:59:59 PM,"(29.9632336887578, -90.0967410951387)",3672390.91,534234.72
735 Mandeville St,735 Mandeville St,Short Term Rental Residential Owner,2,4,07/25/2023 11:59:59 PM,"(29.9655294151848, -90.0540407136208)",3685901.79,535217.96
1414 Franklin Ave,1414 Franklin Ave,Short Term Rental Commercial Owner,2,4,07/25/2023 11:59:59 PM,"(29.9724146138982, -90.0494160300382)",3687338.01,537738.05
1439 Moss St,1439 Moss St,Short Term Rental Residential Owner,3,6,07/28/2023 11:59:59 PM,"(29.9817487337675, -90.0906146388085)",3674257.71,540988.49
1654 N Claiborne Ave,1654 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,07/25/2023 11:59:59 PM,"(29.9726438726987, -90.0641979302777)",3682657.14,537769.28
941 Pleasant St,941 Pleasant St,Short Term Rental Residential Owner,2,4,07/26/2023 11:59:59 PM,"(29.9226901232682, -90.0865821556528)",3675767.95,519526.44
929 N Claiborne Ave,929 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,07/27/2023 11:59:59 PM,"(29.9662868022042, -90.0717917880624)",3680278.38,535431.06
647 S Pierce St,647 S Pierce St,Short Term Rental Commercial Owner,3,6,08/02/2023 11:59:59 PM,"(29.9686007269998, -90.1042064109166)",3670006.23,536160.95
888 Girod St Apt 301,888 Girod St Apt 301,Short Term Rental Commercial Owner,3,6,08/02/2023 11:59:59 PM,"(29.9477693296779, -90.0735541928607)",3679794.4,528691.28
334 Carondelet St Unit 405,334 Carondelet St Unit 405,Short Term Rental Commercial Owner,1,2,07/28/2023 11:59:59 PM,"(29.9509489119906, -90.0711790526576)",3680533.82,529855.77
1839 Esplanade Ave Apt B,1839 Esplanade Ave Apt B,Short Term Rental Residential Owner,1,2,07/26/2023 11:59:59 PM,"(29.9713769101887, -90.0709873480471)",3680512.69,537284.82
2377 N Villere St,2377 N Villere St,Short Term Rental Residential Owner,2,4,09/11/2023 01:58:40 PM,"(29.9719480189308, -90.0526303940239)",3686322.24,537556.99
2505 Constance St,2505 Constance St,Short Term Rental Residential Owner,2,4,07/25/2023 11:59:59 PM,"(29.9267249168655, -90.0796424092861)",3677950.12,521017.62
1460 N Roman St,1460 N Roman St,Short Term Rental Residential Owner,1,2,07/25/2023 11:59:59 PM,"(29.971791520462, -90.069261993625)",3681057.28,537441.61
2438 St Claude Ave Unit 203,2438 St Claude Ave Unit 203,Short Term Rental Commercial Owner,1,2,07/25/2023 11:59:59 PM,"(29.9687135311919, -90.0511251928067)",3686811.95,536386.14
931 N Claiborne Ave,931 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,08/02/2023 11:59:59 PM,"(29.9663129168754, -90.0717677701204)",3680285.88,535440.64
1722 Abundance St,1722 Abundance St,Short Term Rental Residential Owner,2,4,07/24/2023 11:59:59 PM,"(29.9880179072129, -90.0696152903397)",3680880.35,543340.91
2126 Oretha Castle Haley Blvd,2126 Oretha Castle Haley Blvd,Short Term Rental Commercial Owner,3,6,07/25/2023 11:59:59 PM,"(29.9371277615059, -90.082629916582)",3676962.55,524790.13
3010 Robert St,3010 Robert St,Short Term Rental Residential Owner,1,2,07/24/2023 11:59:59 PM,"(29.9417041234785, -90.1081897397501)",3668849.63,526366.81
720 First St,720 First St,Short Term Rental Residential Owner,1,2,09/30/2023 04:42:56 AM,"(29.9250738950921, -90.077191960928)",3678732.87,520425.75
627 S Rendon St,627 S Rendon St,Short Term Rental Commercial Owner,3,6,07/25/2023 11:59:59 PM,"(29.9642827462856, -90.0977445574736)",3672069.07,534612.77
711 Alvar St,711 Alvar St,Short Term Rental Residential Owner,1,2,07/28/2023 11:59:59 PM,"(29.9619376388268, -90.0373992304582)",3691185.61,533971.07
2438 St Claude Ave Unit 204,2438 St Claude Ave Unit 204,Short Term Rental Commercial Owner,1,2,07/25/2023 11:59:59 PM,"(29.9686874026231, -90.0511276447739)",3686811.28,536376.63
1919 Burgundy St Unit A,1919 Burgundy St Unit A,Short Term Rental Commercial Owner,2,4,07/07/2023 11:59:59 PM,"(29.9665664796068, -90.0597465723658)",3684091,535574.95
2431 Dauphine St,2431 Dauphine St,Short Term Rental Residential Owner,1,2,07/23/2023 11:59:59 PM,"(29.9659530711548, -90.0533667515939)",3686113.46,535374.4
6604 Bellaire Dr Apt B,6604 Bellaire Dr Apt B,Short Term Rental Residential Owner,2,4,07/26/2023 11:59:59 PM,"(30.012614351247, -90.1210900958147)",3664491.3,552109.14
1510 Governor Nicholls St,1510 Governor Nicholls St,Short Term Rental Residential Owner,3,6,07/25/2023 11:59:59 PM,"(29.9671060567107, -90.0684203021313)",3681342.57,535740.74
1515 St Ann St,1515 St Ann St,Short Term Rental Residential Owner,5,10,07/27/2023 11:59:59 PM,"(29.9639382890085, -90.0712934808517)",3680445.56,534578.79
2322 Louisiana Ave,2322 Louisiana Ave,Short Term Rental Commercial Owner,3,6,07/28/2023 11:59:59 PM,"(29.9350872381484, -90.094976338353)",3673060.3,524005.65
"CATALYST DEVELOPMENT, LLC",1364 MOSS ST,8807 - .1(43) BED AND BREAKFAST 3 TO 5 ROOMS,,,,"(29.9814381546424, -90.0873270115775)",3675299.70606,540886.853899
1919 Burgundy St Unit B,1919 Burgundy St Unit B,Short Term Rental Commercial Owner,2,4,07/07/2023 11:59:59 PM,"(29.9665661652806, -90.0597623998404)",3684085.99,535574.78
4120 Paris Ave,4120 Paris Ave,Short Term Rental Residential Owner,3,6,07/24/2023 11:59:59 PM,"(29.9995698376508, -90.0742421340103)",3679369.56,547525.52
846 Bartholomew St,846 Bartholomew St,Short Term Rental Commercial Owner,5,10,07/28/2023 11:59:59 PM,"(29.9632855215663, -90.0362042847837)",3691558.42,534465.49
1223 N Robertson St Apt B,1223 N Robertson St Apt B,Short Term Rental Residential Owner,1,2,11/08/2023 11:59:59 PM,"(29.9680870593942, -90.0685460136141)",3681298.83,536097.03
642 S Lopez St Apt B,642 S Lopez St Apt B,Short Term Rental Commercial Owner,2,4,07/25/2023 11:59:59 PM,"(29.9632618006135, -90.0966277125919)",3672426.7,534245.33
2443 Laharpe St,2443 Laharpe St,Short Term Rental Residential Owner,1,2,07/23/2023 11:59:59 PM,"(29.9773712374423, -90.0742471913387)",3679456.66,539453.23
2453 N Roman St Apt C,2453 N Roman St Apt C,Short Term Rental Residential Owner,5,10,07/24/2023 11:59:59 PM,"(29.9762324790228, -90.0510486083024)",3686805.6,539120.58
606 S Genois St,606 S Genois St,Short Term Rental Commercial Owner,2,4,07/28/2023 11:59:59 PM,"(29.9668375715243, -90.0998882460026)",3671380.32,535534.49
1809 Elysian Fields Ave,1809 Elysian Fields Ave,Short Term Rental Commercial Owner,3,6,06/28/2023 11:59:59 PM,"(29.9759290772116, -90.0569335482754)",3684943.73,538989.45
625 S Rendon St,625 S Rendon St,Short Term Rental Commercial Owner,3,6,07/25/2023 11:59:59 PM,"(29.9642827462856, -90.0977445574736)",3672069.07,534612.77
604 S Genois St,604 S Genois St,Short Term Rental Commercial Owner,2,4,07/28/2023 11:59:59 PM,"(29.9668651637075, -90.0998628905626)",3671388.24,535544.61
2312 St Bernard Ave,2312 St Bernard Ave,Short Term Rental Commercial Owner,3,6,07/28/2023 11:59:59 PM,"(29.9798645835296, -90.070027350889)",3680782.6,540374.61
1839 Esplanade Ave Apt A,1839 Esplanade Ave Apt A,Short Term Rental Residential Owner,1,2,07/26/2023 11:59:59 PM,"(29.9713438041873, -90.0710192890151)",3680502.71,537272.67
910 Jefferson Ave,910 Jefferson Ave,Short Term Rental Commercial Owner,3,6,07/27/2023 11:59:59 PM,"(29.9212144249432, -90.1152418831035)",3666695.43,518892.18
2633 Peniston St,2633 Peniston St,Short Term Rental Residential Owner,1,2,07/28/2023 11:59:59 PM,"(29.9375430388846, -90.0981882780847)",3672033.39,524887.69
1652 N Claiborne Ave,1652 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,07/25/2023 11:59:59 PM,"(29.9726438726987, -90.0641979302777)",3682657.14,537769.28
3321 St Claude Ave,3321 St Claude Ave,Short Term Rental Commercial Owner,3,6,07/25/2023 11:59:59 PM,"(29.9671328313779, -90.0409171628796)",3690050.41,535847.65
86 Fountainebleau Dr,86 Fountainebleau Dr,Short Term Rental Residential Owner,1,2,07/25/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",-1,-1
2105 Chartres St,2105 Chartres St,Short Term Rental Commercial Owner,4,8,07/25/2023 11:59:59 PM,"(29.9636428348132, -90.0575418907047)",3684800.88,534519.57
1918 Laharpe St,1918 Laharpe St,Short Term Rental Residential Owner,2,4,07/26/2023 11:59:59 PM,"(29.9738912533389, -90.0695346656366)",3680962.53,538204.2
1017 Fourth St Unit C,1017 Fourth St Unit C,Short Term Rental Residential Owner,2,4,10/20/2023 12:59:07 PM,"(29.9263030321256, -90.0810564044856)",3677503.92,520859.31
1726 Spain St,1726 Spain St,Short Term Rental Residential Owner,2,4,07/25/2023 11:59:59 PM,"(29.9754291944861, -90.053923994755)",3685898.55,538818.3
1210 Valence St,1210 Valence St,Short Term Rental Residential Owner,3,6,07/24/2023 11:59:59 PM,"(29.9236865232501, -90.105482617876)",3669777.18,519824.12
1561 N Galvez St,1561 N Galvez St,Short Term Rental Residential Owner,2,4,07/27/2023 11:59:59 PM,"(29.9754138504862, -90.0707076732262)",3680585.06,538753.78
330 S Diamond St,330 S Diamond St,Short Term Rental Commercial Owner,5,10,07/26/2023 11:59:59 PM,"(29.9423950303548, -90.0666167908036)",3682012.93,526761.21
1423 Baronne St,1423 Baronne St,Short Term Rental Commercial Owner,5,10,07/24/2023 11:59:59 PM,"(29.9408079106178, -90.077922549266)",3678438.77,526144.67
642 S Lopez St Apt A,642 S Lopez St Apt A,Short Term Rental Commercial Owner,2,4,07/25/2023 11:59:59 PM,"(29.9632777813515, -90.0966573284834)",3672417.26,534251.04
2320 Louisiana Ave,2320 Louisiana Ave,Short Term Rental Commercial Owner,3,6,07/28/2023 11:59:59 PM,"(29.9350688235202, -90.0949686734276)",3673062.8,523998.98
906 Flood St,906 Flood St,Short Term Rental Residential Owner,,,04/27/2023 12:00:00 AM,"(29.9594551047098, -90.0176350191564)",3697453.96,533139.65
4112 Magazine St,4112 Magazine St,Short Term Rental Commercial Owner,2,4,07/26/2023 11:59:59 PM,"(29.9209156618178, -90.098386455375)",3672035.79,518840.69
1613 Columbus St,1613 Columbus St,Short Term Rental Commercial Owner,1,2,06/20/2023 11:59:59 PM,"(29.9714470818153, -90.0675307470264)",3681606.78,537322.41
935 N Villere St,935 N Villere St,Short Term Rental Residential Owner,2,4,07/24/2023 11:59:59 PM,"(29.9651370912809, -90.0699348273682)",3680870.94,535019.46
3323 Burgundy St,3323 Burgundy St,Short Term Rental Residential Owner,1,2,07/28/2023 11:59:59 PM,"(29.964758032083, -90.0416556116729)",3689826.34,534981.45
900 Bartholomew St Unit 417,900 Bartholomew St Unit 417,Short Term Rental Commercial Owner,2,4,07/24/2023 11:59:59 PM,"(29.9636870624658, -90.0363562840833)",3691508.64,534610.96
1215 Magazine St,1215 Magazine St,Short Term Rental Commercial Owner,5,10,07/28/2023 11:59:59 PM,"(29.9389736804144, -90.0712533697268)",3680558.25,525500.88
1213 Magazine St,1213 Magazine St,Short Term Rental Commercial Owner,4,8,07/28/2023 11:59:59 PM,"(29.9390060423002, -90.0712441826096)",3680561.03,525512.68
2931 Ursulines Ave aPT a,2931 Ursulines Ave aPT a,Short Term Rental Residential Owner,1,2,07/25/2023 11:59:59 PM,"(29.9762665792075, -90.0832029059912)",3676625.8,539020.49
6125 Laurel St,6125 Laurel St,Short Term Rental Residential Owner,2,4,07/24/2023 11:59:59 PM,"(29.9204958091789, -90.1251577937365)",3663557.18,518597.61
130 S Scott St,130 S Scott St,Short Term Rental Residential Owner,2,4,07/26/2023 11:59:59 PM,"(29.9723635593236, -90.0990648730089)",3671619.37,537546.76
933 N Villere St,933 N Villere St,Short Term Rental Residential Owner,3,6,07/24/2023 11:59:59 PM,"(29.9651370912809, -90.0699348273682)",3680870.94,535019.46
888 Girod St Apt 401,888 Girod St Apt 401,Short Term Rental Commercial Owner,3,6,08/02/2023 11:59:59 PM,"(29.9477608595794, -90.0735082278368)",3679808.99,528688.36
1458 N Roman St,1458 N Roman St,Short Term Rental Residential Owner,1,2,07/25/2023 11:59:59 PM,"(29.9717889146599, -90.0692626899355)",3681057.07,537440.66
1510 St Roch Ave,1510 St Roch Ave,Short Term Rental Residential Owner,1,2,07/28/2023 11:59:59 PM,"(29.9731498862648, -90.0527133864056)",3686291.08,537993.74
3125 Gravier St,3125 Gravier St,Short Term Rental Commercial Owner,2,4,07/25/2023 11:59:59 PM,"(29.9632186068224, -90.0967105522119)",3672400.64,534229.34
2323 Aubry St,2323 Aubry St,Short Term Rental Commercial Owner,4,8,07/28/2023 11:59:59 PM,"(29.9797210936717, -90.0701452851437)",3680745.84,540322.02
2438 St Claude Ave Unit 202,2438 St Claude Ave Unit 202,Short Term Rental Commercial Owner,1,2,07/25/2023 11:59:59 PM,"(29.9687450723493, -90.0511278827125)",3686810.97,536397.6
1816 Duels St,1816 Duels St,Short Term Rental Residential Owner,2,4,07/26/2023 11:59:59 PM,"(29.9851483665993, -90.0670613276411)",3681700.34,542306.36
888 Girod St Apt 201,888 Girod St Apt 201,Short Term Rental Commercial Owner,3,6,08/02/2023 11:59:59 PM,"(29.9477777111869, -90.0735909067246)",3679782.74,528694.2
419 S Genois St,419 S Genois St,Short Term Rental Residential Owner,2,4,07/27/2023 11:59:59 PM,"(29.9682282198544, -90.0989477531626)",3671672.65,536043.39
2438 St Claude Ave Unit 205,2438 St Claude Ave Unit 205,Short Term Rental Commercial Owner,1,2,07/25/2023 11:59:59 PM,"(29.9686583532987, -90.0511210379575)",3686813.49,536366.09
2312 St Louis St,2312 St Louis St,Short Term Rental Commercial Owner,3,6,09/12/2023 11:59:59 PM,"(29.9660374311144, -90.0806611987079)",3677471.14,535309.57
2425 CHARTRES ST LLC,2425 CHARTRES ST,4703 - BED & BREAKFAST INNS,,,,"(29.9638807987302, -90.0533403827539)",3686130.22671,534620.938694
1116 N Miro St,1116 N Miro St,Short Term Rental Residential Owner,2,4,09/11/2023 09:51:34 PM,"(29.9712406635012, -90.0753716126647)",3679125.16,537220.01
451 Girod St Apt 211,451 Girod St Apt 211,Short Term Rental Commercial Owner,2,4,11/08/2023 11:59:59 PM,"(29.946892337066, -90.0682871492092)",3681465.88,528390.75
2828 Audubon St,2828 Audubon St,Short Term Rental Residential Owner,3,6,03/24/2023 11:21:53 AM,"(29.9553666459548, -90.1118668889354)",3667632.12,531322.59
1215 Governor Nicholls St,1215 Governor Nicholls St,Short Term Rental Residential Owner,3,6,03/03/2023 01:12:01 PM,"(29.9656632340657, -90.066078047934)",3682089.97,535224.27
5029 Magazine St,5029 Magazine St,Short Term Rental Commercial Owner,2,4,09/15/2023 11:59:59 PM,"(29.9205874708945, -90.1099100712855)",3668386.79,518682.19
2017 N Claiborne Ave,2017 N Claiborne Ave,Short Term Rental Commercial Owner,5,10,09/12/2023 11:59:59 PM,"(29.9735790429245, -90.0591782671061)",3684242.58,538126.98
2672 Touro St Apt C,2672 Touro St Apt C,Short Term Rental Residential Owner,3,6,11/29/2023 11:59:59 PM,"(29.9853023952988, -90.0608366799811)",3683670.19,542384.2
1124 St Charles Ave Apt 2C,1124 St Charles Ave Apt 2C,Short Term Rental Commercial Owner,1,2,11/17/2023 12:00:00 AM,"(29.9415370209076, -90.0732483386199)",3679916.18,526426.05
4616 S Robertson St,4616 S Robertson St,Short Term Rental Residential Owner,1,2,09/12/2023 04:26:30 PM,"(29.9359184397681, -90.1058882063969)",3669601.06,524270.72
COURTYARD BY MARRIOTT #1MK-[H/P],300 JULIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9445026510975, -90.0662564458014)",3682118.57461,527528.878975
THE HOTEL MODERN,936 SAINT CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9437047691426, -90.0719741938121)",3680311.02203,527218.761855
723 Louisa St,723 Louisa St,Short Term Rental Residential Owner,2,4,09/13/2023 01:16:27 PM,"(29.9635676786277, -90.0434286718446)",3689269.82,534542.27
RE NEW ORLEANS PROPERTY MANAGEMENT,1531 URSULINES AVE,4703 - BED & BREAKFAST INNS,,,,"(29.9665894708311, -90.069428245708)",3681025.50997,535549.368454
5835 Lafaye St,5835 Lafaye St,Short Term Rental Residential Owner,2,4,09/11/2023 05:14:54 PM,"(30.0193003021028, -90.0492253220892)",3687207.32,554788.16
2423 Orleans Ave,2423 Orleans Ave,Short Term Rental Commercial Owner,3,6,09/12/2023 11:59:59 PM,"(29.9689473471002, -90.0797560259483)",3677746.16,536370.86
1731 Third St 1B,1731 Third St 1B,Short Term Rental Residential Owner,2,4,09/09/2023 07:07:12 AM,"(29.9334985519049, -90.0853627519072)",3676111.4,523460.98
625 Pelican Ave,625 Pelican Ave,Short Term Rental Residential Owner,3,6,09/12/2023 09:05:50 AM,"(29.9531388895877, -90.0490952140695)",3687518.14,530729.83
9027 Olive St,9027 Olive St,Short Term Rental Residential Owner,3,6,09/12/2023 08:31:21 AM,"(29.9696640034124, -90.1207831113255)",3664753.73,536491.68
3812 Bienville Ave,3812 Bienville Ave,Short Term Rental Commercial Owner,3,6,09/14/2023 11:59:59 PM,"(29.9742530979586, -90.0965016587297)",3672423.47,538242.62
703 Bartholomew St,703 Bartholomew St,Short Term Rental Residential Owner,1,2,09/12/2023 12:54:04 PM,"(29.9615810500629, -90.0365203171274)",3691465.37,533844.55
1139 St Andrew St,1139 St Andrew St,Short Term Rental Residential Owner,2,4,03/30/2023 12:07:42 PM,"(29.9319389737194, -90.0751369634434)",3679356.38,522929.28
2424 Lapeyrouse St,2424 Lapeyrouse St,Short Term Rental Residential Owner,1,2,09/14/2023 09:50:29 AM,"(29.9777855765808, -90.073339008153)",3679742.52,539607.06
3624 Cleveland Ave,3624 Cleveland Ave,Short Term Rental Residential Owner,2,4,09/12/2023 08:09:33 AM,"(29.9706870615063, -90.0973801221302)",3672159.34,536942.87
8011 Green St,8011 Green St,Short Term Rental Residential Owner,2,4,02/13/2023 11:50:43 AM,"(29.9503881713998, -90.1252189201628)",3663423.21,529467.4
3205 Conti St,3205 Conti St,Short Term Rental Commercial Owner,3,6,09/15/2023 11:59:59 PM,"(29.9714255456356, -90.0898195221318)",3674550.16,537237.31
7015 Green St,7015 Green St,Short Term Rental Residential Owner,2,4,09/10/2023 07:57:13 AM,"(29.9457380458305, -90.118393425341)",3665602.58,527799.29
4705 Freret St,4705 Freret St,Short Term Rental Commercial Owner,2,4,11/09/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3669358.07,523959.82
334 Carondelet St Unit 404,334 Carondelet St Unit 404,Short Term Rental Commercial Owner,1,2,08/25/2023 11:59:59 PM,"(29.950972895826, -90.0711708545927)",3680536.32,529864.52
451 Girod St Apt 215,451 Girod St Apt 215,Short Term Rental Commercial Owner,1,2,11/08/2023 11:59:59 PM,"(29.9468664113495, -90.0681734515404)",3681501.99,528381.72
4618 S Robertson St,4618 S Robertson St,Short Term Rental Residential Owner,2,4,09/12/2023 04:27:23 PM,"(29.9359141474256, -90.1059351148827)",3669586.22,524269
3137 Dumaine St,3137 Dumaine St,Short Term Rental Residential Owner,1,2,09/13/2023 10:23:45 AM,"(29.9758299521178, -90.0868577684838)",3675470.44,538849.11
3616 Magazine St Apt 101,3616 Magazine St Apt 101,Short Term Rental Commercial Owner,2,4,09/13/2023 11:59:59 PM,"(29.9217710600891, -90.0920912732984)",3674026.51,519173.29
1523 Desire St,1523 Desire St,Short Term Rental Residential Owner,1,2,10/16/2023 03:20:57 PM,"(29.9713918332861, -90.0390056858094)",3690638.12,537403.21
4816 Royal St,4816 Royal St,Short Term Rental Residential Owner,1,2,09/09/2023 11:08:13 AM,"(29.9589886500435, -90.0261256283231)",3694767.43,532939.26
2634 Ursulines Ave,2634 Ursulines Ave,Short Term Rental Residential Owner,2,4,09/11/2023 12:48:18 PM,"(29.9732750671261, -90.0795896731773)",3677781.61,537945.16
1908 Cambronne St,1908 Cambronne St,Short Term Rental Residential Owner,2,4,09/14/2023 11:46:02 AM,"(29.9546593545981, -90.1269596116522)",3662855.63,531014.76
4201 Iris St,4201 Iris St,Short Term Rental Residential Owner,1,2,03/03/2023 02:04:39 PM,"(30.0016937385022, -90.0522750213543)",3686313.82,548374.92
1424 Franklin Ave,1424 Franklin Ave,Short Term Rental Commercial Owner,2,4,09/22/2023 11:59:59 PM,"(29.972586696568, -90.0493894312104)",3687345.73,537800.72
4306 S Carrollton Ave Apt 1A,4306 S Carrollton Ave Apt 1A,Short Term Rental Commercial Owner,1,2,12/08/2023 11:59:59 PM,"(29.9704710591627, -90.1044848137699)",3669910.79,536840.13
818 Bordeaux St,818 Bordeaux St,Short Term Rental Residential Owner,1,2,07/10/2023 02:19:37 PM,"(29.9198589113052, -90.1062018026032)",3669564.28,518429.82
1332 Mandeville St,1332 Mandeville St,Short Term Rental Residential Owner,2,4,01/02/2024 02:56:41 PM,"(29.9714304019806, -90.0547191112904)",3685663.05,537361.38
1520 N Derbigny St,1520 N Derbigny St,Short Term Rental Residential Owner,2,4,09/21/2023 11:14:27 AM,"(29.9720555237192, -90.0676229318682)",3681575.15,537543.34
2428 Arts St,2428 Arts St,Short Term Rental Residential Owner,2,4,10/23/2023 10:32:40 AM,"(29.9828663724394, -90.0510831794913)",3686767.66,541532.79
1534 Washington Ave,1534 Washington Ave,Short Term Rental Residential Owner,2,4,12/07/2023 12:00:00 AM,"(29.9302469605061, -90.0858624065014)",3675966.02,522276.86
2453 N Roman St Apt A,2453 N Roman St Apt A,Short Term Rental Residential Owner,3,6,06/26/2023 12:45:15 PM,"(29.9761744392012, -90.0510414260482)",3686808.11,539099.5
